G#,G,F#,F,E,D#,D,C#,C,B,A#,A
0.007520528,0.00015348,0.119868007,0.001918502,0.101910828,0.015808457,0.454224541,0.000690661,0.002839383,0.006292687,0.288082265,0.000690661
0.017911403,8.00E-05,0.220054374,0.026067488,0.127538781,0.001519271,0.197345274,0.002158964,0.005117544,0.205421398,0.196465696,0.000319846
0.01262338,0.00107433,0.242597193,0.003625865,0.091720943,0.00214866,0.181561808,0.000940039,0.002282952,0.048143423,0.413147116,0.000134291
0.077272441,0.004352488,0.155049517,0.054942282,0.099350281,0.00826342,0.182236801,0.001892386,0.006812591,0.155554154,0.246956412,0.007317227
0.03879991,0.001203098,0.194149936,0.005413941,0.176705015,0.01639221,0.211594857,0.002030228,0.002030228,0.22016693,0.129633807,0.001879841
0.01458866,0.000977591,0.247480824,0.003308768,0.132200331,0.001879982,0.304481877,0.001503986,0.006391939,0.117912468,0.166265604,0.003007971
0.080492424,0.016193182,0.185984848,0.055776515,0.060037879,0.036174242,0.153598485,0.003409091,0.012310606,0.201420455,0.186174242,0.00842803
0.104441486,0.022812538,0.141231998,0.043567711,0.128706281,0.020997217,0.144197023,0.008229457,0.008592521,0.098390415,0.25384243,0.024990923
0.055253447,0.005826374,0.261604195,0.014468829,0.044474655,0.017382016,0.386871237,0.01058458,0.034375607,0.036123519,0.125461255,0.007574286
0.037670352,0.001671381,0.157302648,0.147402931,0.033041913,0.002442787,0.200244279,0.000578555,0.00514271,0.074119311,0.336011828,0.004371304
0.020630596,0.000583885,0.124854029,0.006617361,0.110646166,0.006325418,0.258660958,0.001751654,0.006325418,0.112981705,0.349357727,0.001265084
0.024009234,0.003308965,0.333589842,0.00230858,0.050327049,0.011850712,0.317891497,0.010696422,0.003616776,0.020546364,0.217776068,0.004078492
0.010586319,0.001816587,0.289275871,0.002944124,0.103106991,0.002442997,0.140628915,0.003132047,0.00200451,0.209220747,0.233525432,0.00131546
0.031939605,0.005097432,0.383533359,0.029487676,0.065492322,0.002193831,0.288037166,0.000258098,0.002516454,0.009549619,0.172086721,0.009807717
0.005971422,0.000284353,0.393971707,0.003341153,0.105637307,0,0.000924149,0.100590033,0.000213265,0.000284353,0.061064904,0.327717353
0.027379569,0.001614361,0.176094537,0.037453184,0.173059538,0.003487021,0.129407207,0.00290585,0.005165956,0.215872401,0.224396229,0.003164148
0.06534578,0.009906649,0.275481044,0.070775386,0.071632692,0.020575348,0.17679558,0.038769289,0.025623928,0.060678224,0.171746999,0.01266908
0.013839782,0.00676836,0.333670068,0.008990807,0.042731589,0.006970401,0.406606728,0.000808162,0.005051015,0.005657137,0.161935549,0.006970401
0.042674606,0.013894058,0.246495472,0.035231361,0.081131373,0.01699541,0.262746557,0.024686763,0.040689741,0.048753256,0.166728694,0.019972708
0.114735461,0.015828596,0.16860516,0.079142982,0.253170092,0.029121119,0.166856143,0.002885877,0.028858767,0.029733275,0.08543944,0.025623087
0.133064231,0.025493945,0.211528929,0.054528716,0.076127753,0.045251753,0.157850011,0.004319807,0.045676652,0.096381276,0.128673607,0.021103321
0.072412897,0.035101404,0.170631825,0.061622465,0.044136765,0.10374415,0.271385855,0.007215289,0.060582423,0.077938118,0.08424337,0.010985439
0.063306331,0.00620062,0.249224922,0.04630463,0.105510551,0.04510451,0.288428843,0.0020002,0.0220022,0.01380138,0.139113911,0.0190019
0.029040082,0.012509574,0.229384733,0.064079653,0.097395966,0.079971917,0.281465407,0.036060761,0.040528466,0.054633648,0.068866479,0.006063314
0.009084486,0.003633794,0.390229131,0.015746442,0.046229938,0.100837791,0.26546886,0.002018775,0.003633794,0.009992934,0.152013728,0.001110326
0.024221453,0.01229478,0.381138187,0.03121549,0.057498344,0.046970478,0.28197011,0.006036958,0.011484944,0.027460797,0.097548406,0.022160053
0.090453269,0.019521326,0.195614387,0.091322369,0.12461559,0.060502741,0.127757722,0.021727504,0.057160048,0.053683648,0.135847038,0.021794358
0.101383751,0.028634059,0.261268667,0.036991369,0.103438827,0.090149336,0.10837101,0.013563502,0.024523907,0.110700096,0.110289081,0.010686395
0.054313766,0.023918947,0.233758095,0.051284729,0.023814498,0.043659912,0.315542093,0.019845415,0.040630875,0.080426154,0.103822854,0.008982661
0.030715253,0.013049366,0.149390619,0.049858427,0.161516681,0.040994706,0.386002708,0.001846608,0.011510526,0.052566786,0.096269851,0.006278469
0.031330713,0.006513195,0.211341943,0.046378439,0.050982594,0.050084222,0.300056148,0.00539023,0.041325098,0.07142055,0.178551376,0.006625491
0.017452593,0.019969794,0.598925994,0.007635509,0.023326061,0.006293002,0.164373217,0.001174694,0.011495217,0.007887229,0.132656486,0.008810203
0.034256002,0.001835143,0.172197584,0.037314574,0.056430647,0.031656217,0.42284753,0.014528215,0.018045573,0.017128001,0.186725799,0.007034715
0.023368543,0.017942411,0.221892635,0.0760382,0.059832152,0.060627984,0.407611055,0.002098104,0.020619303,0.039140501,0.064028361,0.006800752
0.032382918,0.024254935,0.284608438,0.032253903,0.05173526,0.049412979,0.258805315,0.029415559,0.027609341,0.032253903,0.153915624,0.023351826
0.025409587,0.012894417,0.106341019,0.040958738,0.030415655,0.016838592,0.300743325,0.011301578,0.021389563,0.061893204,0.353913835,0.017900485
0.01316571,0.028608196,0.098990299,0.018214215,0.068105326,0.014254603,0.402692536,0.004256583,0.010196001,0.021183924,0.300831519,0.019501089
0.030533306,0.025946464,0.176148422,0.070445677,0.043814609,0.028479496,0.423358664,0.003696858,0.029164099,0.049359896,0.108304238,0.010748271
0.04168948,0.020336332,0.360109503,0.025733281,0.04309738,0.052718029,0.299804458,0.0028158,0.013687916,0.017598749,0.091591709,0.030817364
0.055813616,0.003628974,0.294817826,0.017709392,0.074684279,0.021120627,0.2652054,0.003193497,0.016475541,0.026709247,0.216504573,0.00413703
0.07575989,0.014663205,0.266992516,0.088284711,0.057430884,0.0267298,0.207117764,0.013441271,0.016343363,0.08736826,0.12478998,0.021078356
0.077610209,0.002088167,0.237703016,0.010672854,0.047911833,0.011948956,0.300464037,0.000348028,0.015429234,0.008236659,0.276914153,0.010672854
0.014604811,0.00137457,0.468900344,0.004295533,0.030154639,0.015979381,0.251804124,0.000773196,0.005498282,0.002233677,0.193814433,0.01056701
0.034647916,0.004993376,0.239376338,0.090492204,0.097421787,0.036278406,0.186996841,0.00163049,0.005910527,0.01610109,0.282074799,0.004076225
0.007481721,0.000680156,0.398571671,0.018704302,0.084509437,0.003570821,0.392620303,0.002720626,0.003230743,0.008842034,0.076857677,0.002210508
0.011978266,0.018276118,0.349715979,0.011607804,0.087922944,0.023956532,0.141639911,0.001481847,0.01815263,0.033959002,0.29019511,0.011113855
0.05705571,0.010406387,0.212254418,0.007356239,0.069704853,0.03812685,0.415089262,0.010406387,0.024311474,0.000538261,0.14084507,0.013905087
0.007536161,0.009602528,0.251124347,0.024431749,0.035979093,0.015072323,0.463960131,0.003281877,0.027956728,0.035857542,0.117539808,0.007657712
0.033745913,0.007356376,0.320878094,0.057333022,0.070411023,0.032461467,0.226646427,0.007706679,0.01914993,0.103806632,0.103689865,0.016814573
0.015923567,0.002241095,0.376857749,0.004482189,0.048360462,0.009790045,0.397617363,0.001533381,0.01155933,0.014744043,0.114649682,0.002241095
0.090636255,0.034363745,0.167466987,0.045018007,0.086584634,0.086284514,0.173469388,0.038715486,0.06362545,0.049969988,0.100540216,0.06332533
0.084230813,0.020519216,0.221970298,0.085477837,0.110304954,0.019612289,0.193742206,0.002494048,0.043419113,0.029135019,0.163133432,0.025960775
0.04665392,0.027023582,0.418865519,0.028170809,0.048183556,0.018100701,0.271128107,0.007393244,0.017590822,0.021542384,0.088081581,0.007265774
0.039943798,0.020875151,0.5,0.03010839,0.045162585,0.036130068,0.109995986,0.002609394,0.014853473,0.10417503,0.073063027,0.023083099
0.027586207,0.006002554,0.188761175,0.007279693,0.016985951,0.032439336,0.356832695,0.001660281,0.021200511,0.059131545,0.274457216,0.007662835
0.137879595,0.001811401,0.423761321,0.005327651,0.01875333,0.006925946,0.227916889,0.000106553,0.001385189,0.008737347,0.166542355,0.000852424
0.088424437,0.02357985,0.187566988,0.036227224,0.131939979,0.023794212,0.129046088,0.00471597,0.025616292,0.049732047,0.280707395,0.018649518
0.032517355,0.00170503,0.166605773,0.044817927,0.120569967,0.014005602,0.092071611,0.007672634,0.023261479,0.126172208,0.366216052,0.004384362
0.017233126,0.008496888,0.361656295,0.017711824,0.028482528,0.009932982,0.165390139,0.004667305,0.002991862,0.06163236,0.29188607,0.029918621
0.054644177,0.018253235,0.404574861,0.011090573,0.067467652,0.013863216,0.178373383,0.011321627,0.016173752,0.024145102,0.197781885,0.002310536
0.028242554,0.007001305,0.187729916,0.043194494,0.086982319,0.025631897,0.161030023,0.009730628,0.011629287,0.057909102,0.357303904,0.023614572
0.02282063,0.009698768,0.272364217,0.02282063,0.1304199,0.012209037,0.296668188,0.001939754,0.013007759,0.072797809,0.136923779,0.00832953
0.042395494,0.00296472,0.3513193,0.006225912,0.055588497,0.013341239,0.206048028,0.011562407,0.018677735,0.016750667,0.260747109,0.014378891
0.063772912,0.004327902,0.43037169,0.026349287,0.01540224,0.042515275,0.177443992,0.005728106,0.00610998,0.027749491,0.184826884,0.01540224
0.04192266,0.001566076,0.403686303,0.03445368,0.112034695,0.005661968,0.299843392,0.006023371,0.01349235,0.027827973,0.050234911,0.00325262
0.045891142,0.022411953,0.271211313,0.020944504,0.046691569,0.122598719,0.304562433,0.017475987,0.013874066,0.049226254,0.076040555,0.009071505
0.113509271,0.007848523,0.280486608,0.024036103,0.120082409,0.030020602,0.211223389,0.014715982,0.043657412,0.045717649,0.073972334,0.034729716
0.034930026,0.026510411,0.273068608,0.032426897,0.08772329,0.023438389,0.31482535,0.012970759,0.017521902,0.019228581,0.152008192,0.005347594
0.008513425,0.007016559,0.445224062,0.010758724,0.019085041,0.008232763,0.26560015,0.000841987,0.001029095,0.022078773,0.209187015,0.002432407
0.074840573,0.009986765,0.150282758,0.055468656,0.043195765,0.060762844,0.371796414,0.005775478,0.013957406,0.081578631,0.11815666,0.014198051
0.003013466,0.004708541,0.445145494,0.006309445,0.049628025,0.00565025,0.420943592,0.004143516,0.011583012,0.007251154,0.034654864,0.006968641
0.013701431,0.002351738,0.2599182,0.111349693,0.138139059,0.123108384,0.168302658,0.003885481,0.029141104,0.053067485,0.09192229,0.005112474
0.005759962,0.000940402,0.411778535,0.049018455,0.030327965,0.006230163,0.270835782,0.000235101,0.009991771,0.005524862,0.208769249,0.000587751
0.144907111,0.005253043,0.210634209,0.046124279,0.126457399,0.033824471,0.152850737,0.004612428,0.00896861,0.02306214,0.227546445,0.015759129
0.060054286,0.00859534,0.218050215,0.036190907,0.01357159,0.043542185,0.299027369,0.004750057,0.002148835,0.054399457,0.204931011,0.054738747
0.061434978,0.000112108,0.258520179,0.007511211,0.008632287,0.012892377,0.343273543,0.00190583,0.006838565,0.050560538,0.245852018,0.002466368
0.032881822,0.020808795,0.207400864,0.055359246,0.152336082,0.03994896,0.282489203,0.0062819,0.032881822,0.018354927,0.123282293,0.027974087
0.023780953,0.005127086,0.230937057,0.029017127,0.125777244,0.124904549,0.328351696,0.007526999,0.02781717,0.0659976,0.021271954,0.009490564
0.063621752,0.000401822,0.278462363,0.003348513,0.045941602,0.033753014,0.412268953,0,0.001339405,0.009911599,0.148406108,0.00254487
0.035732889,0.006875716,0.26742369,0.068965517,0.133243046,0.021043859,0.293780602,0.012501302,0.007396604,0.07302844,0.075424523,0.004583811
0.014686723,0.001302854,0.171739903,0.008646216,0.131706739,0.001065972,0.529551107,0.00177662,0.005566742,0.008883098,0.124363378,0.000710648
0.054657054,0.000194856,0.351227592,0.020654716,0.176149649,0.009840218,0.19329696,0.001071707,0.000389712,0.004871395,0.185015588,0.002630553
0.013891927,0.002515861,0.199846861,0.026361846,0.052942463,0.001640779,0.480529425,0.001750164,0.017939182,0.009188361,0.191752352,0.001640779
0.016443889,0.001346283,0.361188576,0.007019906,0.111453024,0.013751322,0.385998654,0.000384652,0.001346283,0.003269545,0.096355419,0.001442446
0.067668453,0.020578101,0.313552833,0.004785605,0.090352221,0.011964012,0.387825421,0.007369832,0.002488515,0.008422665,0.079058193,0.00593415
0.009014728,0.003428136,0.286058913,0.028440833,0.07694261,0.011046216,0.363509396,0.002285424,0.002031488,0.030980193,0.184611478,0.001650584
0.039164491,0.004628531,0.125919772,0.066223594,0.224661761,0.006764776,0.256586755,0.001068122,0.005577973,0.041894137,0.225848564,0.001661524
0.023766518,0.005418766,0.189751878,0.030421143,0.031181671,0.079094971,0.379408689,0.014450043,0.016636562,0.045346516,0.182716988,0.001806255
0.035079674,0.007910123,0.268027055,0.032213688,0.07417173,0.012266422,0.200848332,0.000917116,0.01272498,0.04872177,0.301845695,0.005273415
0.014203687,0.002921326,0.294348746,0.018736778,0.286491387,0.005238239,0.116248615,0.000402941,0.005238239,0.021859575,0.234209731,0.000100735
0.039843105,0.001651528,0.295107349,0.0171346,0.149876135,0.029108175,0.278179191,0.003096614,0.004541701,0.008360859,0.170829893,0.002270851
0.024533952,0.025693036,0.295469912,0.051965614,0.128851541,0.0671303,0.180237612,0.006471554,0.011204482,0.022215783,0.178788757,0.007437458
0.102832161,0.001520623,0.401539631,0.010929481,0.142748527,0.016726858,0.164797567,0.001425584,0.008743585,0.009313819,0.134765254,0.004656909
0.030682943,0.011767294,0.233586275,0.049268668,0.062355658,0.010337622,0.300670846,0.016166282,0.015726383,0.036181678,0.218079842,0.015176509
0.031079036,0.002095216,0.348155046,0.007216855,0.043068327,0.010592481,0.332673728,0.002444419,0.000465604,0.004423234,0.216389245,0.001396811
0.025666834,0.002214394,0.272571716,0.027478611,0.171313538,0.008958228,0.243281329,0.000201309,0.017916457,0.027075994,0.203019628,0.000301963
0.089052528,0.005400098,0.206283751,0.05203731,0.207069219,0.02287678,0.246342661,0.004418262,0.011389298,0.026509573,0.114482081,0.014138439
0.01498406,0.003613177,0.316896918,0.011158342,0.12794899,0.004357067,0.298618491,0.001275239,0.012114772,0.063761955,0.143783209,0.001487779
0.023073426,0.004205501,0.225846783,0.021482155,0.047738122,0.033984997,0.353375767,0.007501705,0.014662423,0.046828825,0.21482155,0.006478745
0.024434389,0.008484163,0.273529412,0.011538462,0.040271493,0.016063348,0.397285068,0.005882353,0.009728507,0.025791855,0.175452489,0.011538462
0.051310044,0.004184862,0.296215429,0.027292576,0.042030568,0.04294032,0.307587336,0.004366812,0.006459243,0.020651383,0.195323872,0.001637555
0.044524669,0.008095394,0.134011596,0.052291872,0.190788754,0.0078766,0.265616453,0.002953725,0.008095394,0.027896291,0.254786128,0.003063122
0.014607101,0.004584711,0.225717027,0.014713722,0.115044248,0.022070583,0.219852863,0.003838362,0.01450048,0.025908946,0.337775882,0.001386075
0.043812348,0.003370181,0.154084659,0.082771637,0.069830143,0.148422755,0.323672149,0.000674036,0.019816662,0.090725263,0.05540577,0.007414397
0.006920009,0.03647666,0.42845414,0.06462585,0.051841426,0.038705137,0.333216045,0.000938306,0.009500352,0.007975604,0.019704433,0.001642036
0.018022128,0.023725334,0.152275579,0.008212615,0.058514885,0.049161629,0.54556861,0.010722026,0.0311395,0.002623474,0.099235771,0.000798449
0.098404255,0.044496727,0.184635843,0.025777414,0.041734861,0.147094926,0.094414894,0.026595745,0.131648936,0.115896072,0.074570376,0.014729951
0.045572609,0.017945691,0.395395514,0.00566706,0.062455726,0.023022432,0.261865407,0.001534829,0.002715466,0.024793388,0.148996458,0.010035419
0.065254784,0.000645023,0.214039991,0.021178241,0.031068587,0.013975489,0.49344227,0.003332617,0.005375188,0.021070737,0.126531929,0.004085143
0.064210766,0.000684307,0.281021898,0.014370438,0.057823905,0.00205292,0.232664234,0.000342153,0.005018248,0.110059307,0.229927007,0.001824818
0.07566402,0.000196021,0.265706165,0.004410468,0.154856415,0.007742821,0.239439381,0,0.004802509,0.007938842,0.237773204,0.001470156
0.043748785,0.004472098,0.29476959,0.012055221,0.165175967,0.008846976,0.216702314,0.000777756,0.009138635,0.006416488,0.236048999,0.001847171
0.049377593,0.00473029,0.278589212,0.005228216,0.122821577,0.008298755,0.247634855,0.002572614,0.006224066,0.008713693,0.254771784,0.011037344
0.035159856,0.002853067,0.289082823,0.004531342,0.107409583,0.005286565,0.279013174,0.00201393,0.003860032,0.006209617,0.258789964,0.005790048
0.008226596,0.001562012,0.209621993,0.006143913,0.064979694,0.005102572,0.251067375,0.002395085,0.009788608,0.015620119,0.41757784,0.007914193
0.019661637,0.001920439,0.153452218,0.019570187,0.045358939,0.005669867,0.395427526,0.001920439,0.001920439,0.004206676,0.348513946,0.002377686
0.082872928,0.005985267,0.410036832,0.033333333,0.070810313,0.033241252,0.220441989,0.001841621,0.013259669,0.030018416,0.082504604,0.015653775
0.051363836,0.008688957,0.406841179,0.011658601,0.01649802,0.027826661,0.243510779,0.02716674,0.029806423,0.093268808,0.071491421,0.011878575
0.053898422,0.003339859,0.156858229,0.065760682,0.26857077,0.064033168,0.289646436,0.002879189,0.011401589,0.01324427,0.065415179,0.004952205
0.099141706,0.191539674,0.122613417,0.019530566,0.146785777,0.128656507,0.078209844,0.019705728,0.029076896,0.004992118,0.156507269,0.003240497
0.060784532,0.091121236,0.430492277,0.003111457,0.01477942,0.06234026,0.195910657,0.004667185,0.037893099,0.008445383,0.087343038,0.003111457
0.012541642,0.002939447,0.595336077,0.001175779,0.043307858,0.045071527,0.246325691,0.018028611,0.000391926,0.001567705,0.031941995,0.001371742
0.047655798,0.015435076,0.424078719,0.015531545,0.025178468,0.023924368,0.144993247,0.002411731,0.00993633,0.045533475,0.241173066,0.004148177
0.040602422,0.005291544,0.251450086,0.056578813,0.039991859,0.051897833,0.394016485,0.00895492,0.024117228,0.020759133,0.093009057,0.01333062
0.048623377,0.017350649,0.256831169,0.032311688,0.032207792,0.01838961,0.252883117,0.02587013,0.005194805,0.027324675,0.275116883,0.007896104
0.02422693,0.014365717,0.42184076,0.082055028,0.05028001,0.078280984,0.117969321,0.010469929,0.024348673,0.078280984,0.084733382,0.013148283
0.021294539,0.019291588,0.431899642,0.06230234,0.039953616,0.053763441,0.231182796,0.004638415,0.013388151,0.052287582,0.058507274,0.011490618
0.031638418,0.026365348,0.47482737,0.036032643,0.044695543,0.028499686,0.231889517,0.011676083,0.017200251,0.030257376,0.054739485,0.01217828
0.008481976,0.006610952,0.619059499,0.017088687,0.028314831,0.006361482,0.234127479,0.001746289,0.002868904,0.013970313,0.055631782,0.005737807
0.04026587,0.014064156,0.165976303,0.051440131,0.056063963,0.020132935,0.464598786,0.009247664,0.03448608,0.054522686,0.069935459,0.019265967
0.010770816,0.008803971,0.383909338,0.067528332,0.100683713,0.048796478,0.226561768,0.00384003,0.048890138,0.034279292,0.059567294,0.00636883
0.048827888,0.015182801,0.337786955,0.039596745,0.060974129,0.008866756,0.371917891,0.003400947,0.014939876,0.00704482,0.082837362,0.008623831
0.017394782,0.006298111,0.233230031,0.028691393,0.11606518,0.066679996,0.277316805,0.021993402,0.022293312,0.021793462,0.182945116,0.00529841
0.040804814,0.003760812,0.301241068,0.041745017,0.063369688,0.045411809,0.248213614,0.002820609,0.009496051,0.041086875,0.194716059,0.007333584
0.038579108,0.011594814,0.303784126,0.045746811,0.162643618,0.07136081,0.187519764,0.008643407,0.031095183,0.058817329,0.058079477,0.022135554
0.047584098,0.017125382,0.44941896,0.048562691,0.075107034,0.022507645,0.099816514,0.003425076,0.00941896,0.034006116,0.188501529,0.004525994
0.017711316,0.020786934,0.444797964,0.025347333,0.052391558,0.020999045,0.279350939,0.001378725,0.014423587,0.013150917,0.101601442,0.00806024
0.055889423,0.016826923,0.149539263,0.033353365,0.070512821,0.010216346,0.527944712,0.00400641,0.006810897,0.023137019,0.097355769,0.004407051
0.020859599,0.006418338,0.263266476,0.016618911,0.093295129,0.028767908,0.386131805,0.014670487,0.023266476,0.009283668,0.130659026,0.006762178
0.07776985,0.013250433,0.163184181,0.051676689,0.105901539,0.099684028,0.258485374,0.01335236,0.036285802,0.028641321,0.140658445,0.011109979
0.047386559,0.016944285,0.253015508,0.05427915,0.082136703,0.058012636,0.275560023,0.017805859,0.029437105,0.037622056,0.119902355,0.00789776
0.051589129,0.011745739,0.359972363,0.081183786,0.064025795,0.018770152,0.210271764,0.004491018,0.007600184,0.036849378,0.140718563,0.012782128
0.217632126,0.029771521,0.185206554,0.120701592,0.08527579,0.070620817,0.100161551,0.006577429,0.013616432,0.060927764,0.091276252,0.018232172
0.052045827,0.002509547,0.262084015,0.016148391,0.088925259,0.02629569,0.320676487,0.007528642,0.039061648,0.039934534,0.133442444,0.011347518
0.02511041,0.010094637,0.329085174,0.014384858,0.032555205,0.027129338,0.298548896,0.003533123,0.006182965,0.076971609,0.174637224,0.001766562
0.053947043,0.005444197,0.327146746,0.040707746,0.070650829,0.008042564,0.318732987,0.002598367,0.005939124,0.006434051,0.131898045,0.028458302
0.047679083,0.000916905,0.333868195,0.04756447,0.095816619,0.005845272,0.361146132,0.001719198,0.007908309,0.008939828,0.074498567,0.014097421
0.051552644,0.014919942,0.183163513,0.086972344,0.045487627,0.026200873,0.354075691,0.012736536,0.032508491,0.024260068,0.158539544,0.009582727
0.026079573,0.011402232,0.230106744,0.016132945,0.035419699,0.015890344,0.330179525,0.012736536,0.017467249,0.07872392,0.215914605,0.009946628
0.097414495,0.004275244,0.122251629,0.054560261,0.114311889,0.024531759,0.359222313,0.001832248,0.021478013,0.062907166,0.121742671,0.015472313
0.022257218,0.005354331,0.367244094,0.003674541,0.117270341,0.035485564,0.187191601,0.001154856,0.01007874,0.064356955,0.184041995,0.001889764
0.036214511,0.007192429,0.360126183,0.014132492,0.039873817,0.022586751,0.384731861,0.002018927,0.00555205,0.022334385,0.102839117,0.002397476
0.023449513,0.00448488,0.327652486,0.020886725,0.126473603,0.021399282,0.282419272,0.007944644,0.011788826,0.014479754,0.156714505,0.002306509
0.045074444,0.004691006,0.151335917,0.09320824,0.080766877,0.078625331,0.207220069,0.004894962,0.009993881,0.109728738,0.211197226,0.003263308
0.060911072,0.006952371,0.241776486,0.027913251,0.076787382,0.024488949,0.382276642,0.01016914,0.031545087,0.012867075,0.115181073,0.009131472
0.075378788,0.022727273,0.125094697,0.092329545,0.250852273,0.084090909,0.110795455,0.028314394,0.052083333,0.046685606,0.059659091,0.051988636
0.001508675,0.004526025,0.194367614,0.001257229,0.029670606,0,0.012572291,0.469449334,0,0.000251446,0.005280362,0.281116419
0.063493489,0.0818141,0.207723395,0.070678042,0.237539291,0.052537045,0.145756623,0.004220925,0.026044005,0.021194432,0.078850471,0.010148181
0.039175493,0.007516228,0.360778955,0.030862089,0.057624416,0.050791482,0.195991345,0.013551987,0.048855483,0.082906275,0.095091675,0.016854572
0.024011136,0.020531261,0.538800603,0.029462939,0.052082125,0.134091173,0.0999884,0.003131887,0.007887716,0.015659436,0.066697599,0.007655724
0.021974589,0.006456988,0.169235576,0.093522183,0.077588002,0.033638825,0.286294522,0.024890648,0.017704645,0.130806082,0.131430952,0.006456988
0.033959352,0.025040734,0.398336335,0.005316868,0.054369265,0.003687505,0.148100506,0.000514536,0.001972387,0.017151188,0.306920504,0.004630821
0.068804854,0.019720446,0.270993607,0.053418572,0.047350742,0.052768447,0.320511431,0.004009102,0.014086033,0.019937155,0.11149637,0.01690324
0.093612011,0.014522618,0.203611029,0.018840153,0.071141203,0.031498381,0.185065254,0.025610833,0.045922873,0.147973702,0.125208517,0.036993426
0.141741742,0.024624625,0.187507508,0.093453453,0.102822823,0.024864865,0.136096096,0.018618619,0.053573574,0.091411411,0.059339339,0.065945946
0.042042917,0.002815807,0.289154287,0.025148073,0.072725507,0.049907758,0.278959122,0.00728226,0.015923876,0.036022915,0.171472959,0.008544519
0.081475702,0.003901025,0.164065983,0.053945609,0.098194383,0.042019617,0.193936692,0.0219572,0.071221578,0.161836826,0.077574677,0.029870709
0.014646512,0.000938879,0.275467092,0.015867055,0.025161957,0.006666041,0.289080837,0.004224955,0.005539386,0.086940193,0.27377711,0.001689982
0.009312862,0.004404732,0.278379059,0.013465895,0.156934307,0.007173421,0.296753083,0.001887742,0.002642839,0.042788825,0.184243645,0.002013592
0.038179465,0.000970664,0.298748921,0.07635893,0.051121657,0.03106126,0.241803279,0.001402071,0.005176877,0.023943054,0.218507334,0.012726488
0.035853364,0.01544246,0.294212435,0.043776017,0.043507453,0.040418961,0.328185847,0.005102726,0.005639855,0.023230831,0.159661609,0.004968444
0.07903578,0.040819755,0.319166807,0.042415589,0.028641021,0.061565597,0.218881236,0.011506803,0.022845624,0.06240551,0.099949605,0.012766672
0.029882713,0.009688934,0.366649669,0.032432432,0.067312596,0.038653748,0.295869454,0.003671596,0.012850586,0.045894952,0.089444161,0.007649159
0.045207101,0.006390533,0.213491124,0.027928994,0.140591716,0.007337278,0.293491124,0.006390533,0.033136095,0.013964497,0.207810651,0.004260355
0.060885996,0.000839807,0.269263069,0.01774092,0.054167541,0.00734831,0.324585345,0.002729372,0.00860802,0.005773672,0.247323116,0.000734831
0.034300792,0.004983876,0.34667253,0.006449721,0.034593961,0.007475814,0.271181472,0.016710642,0.009821167,0.014511873,0.250513046,0.002785107
0.028725314,0.008562353,0.231459743,0.020162961,0.084794918,0.035630438,0.352161304,0.004004972,0.007457533,0.033835106,0.174699627,0.018505731
0.021437078,0.003334657,0.497181421,0.008495435,0.070980548,0.005160778,0.192616118,0.001032156,0.004049226,0.04930528,0.142596268,0.003811036
0.074027951,0.00525806,0.289885153,0.01134634,0.068908261,0.01356026,0.343572713,0.00179881,0.02158572,0.04261796,0.122319081,0.00511969
0.074757908,0.012265978,0.288831504,0.027888961,0.077211104,0.032537121,0.33867011,0.000129116,0.000903809,0.013815365,0.128082634,0.004906391
0.025795539,0.013743525,0.240723121,0.020192409,0.100856327,0.040384819,0.308172111,0.002854424,0.019135215,0.019029496,0.197589597,0.011523417
0.033338431,0.013763572,0.495947393,0.082887292,0.046490289,0,0.016822144,0.097874293,0.001988072,0.001223429,0.12509558,0.084569506
0.086973632,0.002262889,0.371212121,0.012495081,0.05922865,0.067591499,0.194214876,0.001279024,0.001869343,0.011609603,0.187918142,0.00334514
0.031437725,0.018922707,0.112134561,0.030036043,0.059471366,0.012615138,0.53494193,0.001902283,0.008710453,0.005406488,0.159090909,0.025330396
0.012531328,0.001714813,0.17200897,0.008837884,0.048146682,0.010816515,0.519984171,0.001582905,0.005935892,0.017148133,0.196280174,0.005012531
0.021841461,0.015722086,0.243927697,0.022312182,0.196855583,0.04208247,0.122010921,0.000564865,0.002636038,0.039352288,0.276784033,0.015910375
0.016594882,0.004053712,0.237522169,0.021028629,0.162148467,0.018875095,0.14593362,0.010134279,0.011654421,0.028122625,0.342665315,0.001266785
0.066495111,0.015851776,0.416984045,0.020689655,0.026659804,0.016675244,0.224189398,0.000308801,0.005043747,0.022027792,0.175707669,0.009366958
0.03829253,0.002134338,0.30433145,0.013057125,0.061770245,0.021720025,0.174513497,0.002762084,0.009541745,0.025612053,0.342372881,0.003892028
0.033551995,0.009463383,0.193999355,0.003656307,0.035595225,0.001290461,0.439724702,0.000107538,0.000322615,0.02763738,0.240455963,0.014195075
0.018350728,0.00837252,0.386970983,0.034292924,0.143020989,0.008831288,0.246587911,0.005505218,0.013533662,0.040715678,0.091294873,0.002523225
0.019396317,0.00904435,0.364825106,0.011550616,0.022338455,0.004903563,0.347172279,0.00337801,0.013294105,0.038792634,0.145363409,0.019941157
0.062880325,0.002915822,0.223504057,0.005451318,0.118661258,0.000887424,0.240745436,0.020030426,0.017114604,0.105856998,0.110547667,0.091404665
0.052126072,0.035527788,0.436311078,0.047743379,0.061450951,0.028720627,0.167568072,0.006340918,0.007180157,0.052872063,0.100149198,0.004009698
